Sunrise_WeekAvgTemp,Sunrise_WetBulb,Week_WeekAvgTemp,WinterDepart,templag3,templag2,Sunrise,Week,Species,Month,WeekPrecipTotal,templag4,DewPoint,WetBulb,Tmin,Sunset,templag1,Tavg,Longitude,Cool,WeekAvgTemp,rainlag4,Heat,YearWeek,Depart,r_humid,n_codesum,Year,Tmax,ResultSpeed,Trap_T900,rainlag1,Trap_T143,humidlag2,Trap_T003,AvgSpeed,humidlag1,humidlag4,Latitude,lowvis
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,2.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.800991,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.95469,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.800991,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.95469,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.769279,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.994991,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,2.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.824812,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.974089,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.824812,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.974089,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.666455,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.9216,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.65449100000002,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.891118,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,2.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.654224,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.867108,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.654224,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.867108,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.655232,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.896282,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,2.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.694259,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.919343,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,2.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.632085,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.921965,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.632085,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.921965,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,2.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.676709,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.688324,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.676709,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.688324,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.64886,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.862292,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.666014,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.720848,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.677512,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.731922,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,2.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.677512,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.731922,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,2.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.61156,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.891126,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.61156,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.891126,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,2.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.795585,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,1,39.0,0,6.95,64.0,55.0,41.999129,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,2.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.68776899999997,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,42.01743,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.760886,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.907645,1.0
30793.142857142855,27575.5,1609.142857142857,4.1,64.0,61.57142857142857,421.0,22,1.0,5,0.665,59.416666666666664,58.5,65.5,62.5,1917.0,67.92857142857143,75.5,-87.649642,10.5,73.14285714285714,0.015,0.0,200722,11.5,56,2.0,2007,88.0,5.8,0,0.77,0,39.0,0,6.95,64.0,55.0,41.732984,1.0
27939.0,21475.5,1541.0,4.1,61.57142857142857,67.92857142857143,417.0,23,2.0,6,0.705,64.0,47.5,51.5,49.0,1923.0,73.14285714285714,56.5,-87.800991,0.0,67.0,0.08499999999999999,8.5,200723,-8.5,72,2.0,2007,63.5,5.7,0,0.665,0,64.0,0,7.85,54.0,39.0,41.95469,1.0
27939.0,21475.5,1541.0,4.1,61.57142857142857,67.92857142857143,417.0,23,1.0,6,0.705,64.0,47.5,51.5,49.0,1923.0,73.14285714285714,56.5,-87.800991,0.0,67.0,0.08499999999999999,8.5,200723,-8.5,72,2.0,2007,63.5,5.7,0,0.665,0,64.0,0,7.85,54.0,39.0,41.95469,1.0
27939.0,21475.5,1541.0,4.1,61.57142857142857,67.92857142857143,417.0,23,2.0,6,0.705,64.0,47.5,51.5,49.0,1923.0,73.14285714285714,56.5,-87.800991,0.0,67.0,0.08499999999999999,8.5,200723,-8.5,72,2.0,2007,63.5,5.7,0,0.665,0,64.0,0,7.85,54.0,39.0,41.95469,1.0
